State,REGION,Occupation,Total_Employee,Hourly_Mean,Annual_Mean,Year
TX,Abilene,PRODUCERS AND DIRECTORS,0,0,28870,2000
TX,Abilene,PUBLIC RELATIONS SPECIALISTS,30,18.24,37930,2000
TX,Abilene,BROADCAST TECHNICIANS,30,7.9,16430,2000
TX,Abilene,HEALTHCARE PRACTITIONERS AND TECHNICAL OCCUPATIONS,3370,19.87,41320,2000
TX,Abilene,DIETITIANS AND NUTRITIONISTS,30,17.48,36350,2000
TX,Abilene,PHARMACISTS,100,32.56,67720,2000
TX,Abilene,PHYSICIAN ASSISTANTS,50,41.85,87050,2000
TX,Abilene,REGISTERED NURSES,1080,21.16,44020,2000
TX,Abilene,MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS,80,18.11,37670,2000
TX,Abilene,MEDICAL AND CLINICAL LABORATORY TECHNICIANS,60,9.97,20740,2000
TX,Abilene,CARDIOVASCULAR TECHNOLOGISTS AND TECHNICIANS,0,14.37,29890,2000
TX,Abilene,RADIOLOGIC TECHNOLOGISTS AND TECHNICIANS,120,16.42,34150,2000
TX,Abilene,PHARMACY TECHNICIANS,80,9.91,20610,2000
TX,Abilene,LICENSED PRACTICAL AND LICENSED VOCATIONAL NURSES,680,13.09,27240,2000
TX,Abilene,MEDICAL RECORDS AND HEALTH INFORMATION TECHNICIANS,110,9.25,19230,2000
TX,Abilene,"OPTICIANS, DISPENSING",50,9.94,20680,2000
TX,Abilene,HEALTHCARE SUPPORT OCCUPATIONS,2200,10.07,20950,2000
TX,Abilene,"NURSING AIDES, ORDERLIES, AND ATTENDANTS",700,7.41,15420,2000
TX,Abilene,DENTAL ASSISTANTS,210,9.18,19100,2000
TX,Abilene,MEDICAL ASSISTANTS,40,9.46,19670,2000
TX,Abilene,MEDICAL TRANSCRIPTIONISTS,70,9.84,20470,2000
TX,Abilene,PHARMACY AIDES,30,7.61,15830,2000
TX,Abilene,PROTECTIVE SERVICE OCCUPATIONS,860,14.05,29220,2000
TX,Abilene,SECURITY GUARDS,0,8.13,16910,2000
TX,Abilene,FOOD PREPARATION AND SERVING RELATED OCCUPATIONS,5130,6.55,13620,2000
TX,Abilene,FIRST-LINE SUPERVISORS/MANAGERS OF FOOD PREPARATION AND SERVING WORKERS,330,9.2,19130,2000
TX,Abilene,"COOKS, FAST FOOD",210,6.05,12590,2000
TX,Abilene,"COOKS, INSTITUTION AND CAFETERIA",230,7.4,15390,2000
TX,Abilene,"COOKS, RESTAURANT",450,6.45,13420,2000
TX,Abilene,"COOKS, SHORT ORDER",0,6.46,13440,2000
TX,Abilene,FOOD PREPARATION WORKERS,260,7.3,15180,2000
TX,Abilene,BARTENDERS,120,6.64,13800,2000
TX,Abilene,"COMBINED FOOD PREPARATION AND SERVING WORKERS, INCLUDING FAST FOOD",0,6.67,13880,2000
TX,Abilene,"COUNTER ATTENDANTS, CAFETERIA, FOOD CONCESSION, AND COFFEE SHOP",730,5.98,12450,2000
TX,Abilene,WAITERS AND WAITRESSES,1190,6.04,12560,2000
TX,Abilene,"FOOD SERVERS, NONRESTAURANT",90,6.17,12830,2000
TX,Abilene,DINING ROOM AND CAFETERIA ATTENDANTS AND BARTENDER HELPERS,150,6.13,12750,2000
TX,Abilene,DISHWASHERS,250,6.09,12670,2000
TX,Abilene,"HOSTS AND HOSTESSES, RESTAURANT, LOUNGE, AND COFFEE SHOP",140,6.1,12690,2000
TX,Abilene,BUILDING AND GROUNDS CLEANING AND MAINTENANCE OCCUPATIONS,1770,7.28,15130,2000
TX,Abilene,FIRST-LINE SUPERVISORS/MANAGERS OF HOUSEKEEPING AND JANITORIAL WORKERS,80,11.15,23200,2000
TX,Abilene,"FIRST-LINE SUPERVISORS/MANAGERS OF LANDSCAPING, LAWN SERVICE, AND GROUNDSKEEPING WORKERS",50,11.32,23540,2000
TX,Abilene,"JANITORS AND CLEANERS, EXCEPT MAIDS AND HOUSEKEEPING CLEANERS",880,7.25,15080,2000
TX,Abilene,MAIDS AND HOUSEKEEPING CLEANERS,450,6.09,12670,2000
TX,Abilene,LANDSCAPING AND GROUNDSKEEPING WORKERS,280,7.18,14940,2000
TX,Abilene,PERSONAL CARE AND SERVICE OCCUPATIONS,1660,6.91,14380,2000
TX,Abilene,NONFARM ANIMAL CARETAKERS,50,6.93,14420,2000
TX,Abilene,"USHERS, LOBBY ATTENDANTS, AND TICKET TAKERS",70,6.75,14040,2000
TX,Abilene,AMUSEMENT AND RECREATION ATTENDANTS,100,6.86,14270,2000
TX,Abilene,"HAIRDRESSERS, HAIRSTYLISTS, AND COSMETOLOGISTS",160,6.24,12970,2000
TX,Abilene,CHILD CARE WORKERS,230,6.01,12500,2000
TX,Abilene,PERSONAL AND HOME CARE AIDES,610,5.96,12400,2000
TX,Abilene,RECREATION WORKERS,0,7.9,16430,2000
TX,Abilene,SALES AND RELATED OCCUPATIONS,6300,10.05,20910,2000
TX,Abilene,FIRST-LINE SUPERVISORS/MANAGERS OF RETAIL SALES WORKERS,590,12.45,25890,2000
TX,Abilene,FIRST-LINE SUPERVISORS/MANAGERS OF NON-RETAIL SALES WORKERS,120,14.77,30720,2000
TX,Abilene,CASHIERS,1260,7.26,15110,2000
TX,Abilene,COUNTER AND RENTAL CLERKS,250,9.54,19830,2000
TX,Abilene,PARTS SALESPERSONS,190,11.24,23380,2000
TX,Abilene,RETAIL SALESPERSONS,2130,9.81,20400,2000
TX,Abilene,ADVERTISING SALES AGENTS,90,17.26,35890,2000
TX,Abilene,INSURANCE SALES AGENTS,170,9.81,20410,2000
TX,Abilene,"SECURITIES, COMMODITIES, AND FINANCIAL SERVICES SALES AGENTS",0,26.41,54930,2000
TX,Abilene,"SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING, TECHNICAL AND SCIENTIFIC PRODUCTS",0,12.67,26360,2000
TX,Abilene,"SALES REPRESENTATIVES, WHOLESALE AND MANUFACTURING, EXCEPT TECHNICAL AND SCIENTIFIC PRODUCTS",400,14.13,29400,2000
TX,Abilene,REAL ESTATE BROKERS,0,10.14,21090,2000
TX,Abilene,TELEMARKETERS,600,6.94,14440,2000
TX,Abilene,OFFICE AND ADMINISTRATIVE SUPPORT OCCUPATIONS,7930,10.31,21440,2000
TX,Abilene,FIRST-LINE SUPERVISORS/MANAGERS OF OFFICE AND ADMINISTRATIVE SUPPORT WORKERS,630,14.72,30620,2000
TX,Abilene,"SWITCHBOARD OPERATORS, INCLUDING ANSWERING SERVICE",0,6.85,14260,2000
TX,Abilene,BILL AND ACCOUNT COLLECTORS,110,10.23,21290,2000
TX,Abilene,BILLING AND POSTING CLERKS AND MACHINE OPERATORS,160,9.04,18790,2000
TX,Abilene,"BOOKKEEPING, ACCOUNTING, AND AUDITING CLERKS",680,10.75,22360,2000
TX,Abilene,PAYROLL AND TIMEKEEPING CLERKS,80,10.57,21990,2000
TX,Abilene,PROCUREMENT CLERKS,30,11.96,24880,2000
TX,Abilene,TELLERS,310,8.4,17460,2000
TX,Abilene,CUSTOMER SERVICE REPRESENTATIVES,330,9.72,20210,2000
TX,Abilene,"ELIGIBILITY INTERVIEWERS, GOVERNMENT PROGRAMS",0,13.41,27880,2000
TX,Abilene,FILE CLERKS,70,7.42,15440,2000
TX,Abilene,"HOTEL, MOTEL, AND RESORT DESK CLERKS",80,6.28,13060,2000
TX,Abilene,LOAN INTERVIEWERS AND CLERKS,30,9.88,20540,2000
TX,Abilene,NEW ACCOUNTS CLERKS,70,11.19,23280,2000
TX,Abilene,ORDER CLERKS,120,10.87,22610,2000
TX,Abilene,"HUMAN RESOURCES ASSISTANTS, EXCEPT PAYROLL AND TIMEKEEPING",40,11.29,23480,2000
TX,Abilene,RECEPTIONISTS AND INFORMATION CLERKS,690,7.64,15900,2000
TX,Abilene,COURIERS AND MESSENGERS,40,7.25,15090,2000
TX,Abilene,"DISPATCHERS, EXCEPT POLICE, FIRE, AND AMBULANCE",60,11.72,24370,2000
TX,Abilene,"SHIPPING, RECEIVING, AND TRAFFIC CLERKS",250,8.36,17390,2000
TX,Abilene,STOCK CLERKS AND ORDER FILLERS,460,10.36,21550,2000
TX,Abilene,"WEIGHERS, MEASURERS, CHECKERS, AND SAMPLERS, RECORDKEEPING",0,11.41,23730,2000
TX,Abilene,EXECUTIVE SECRETARIES AND ADMINISTRATIVE ASSISTANTS,470,11.8,24540,2000
TX,Abilene,LEGAL SECRETARIES,0,12.44,25870,2000
TX,Abilene,MEDICAL SECRETARIES,0,10,20810,2000
TX,Abilene,"SECRETARIES, EXCEPT LEGAL, MEDICAL, AND EXECUTIVE",700,9.46,19680,2000
TX,Abilene,COMPUTER OPERATORS,60,14.5,30160,2000
TX,Abilene,DATA ENTRY KEYERS,210,11.6,24130,2000
TX,Abilene,"OFFICE CLERKS, GENERAL",800,8.79,18290,2000
TX,Abilene,"FARMING, FISHING, AND FORESTRY OCCUPATIONS",90,8.86,18430,2000
TX,Abilene,CONSTRUCTION AND EXTRACTION OCCUPATIONS,2310,11.95,24860,2000
TX,Abilene,FIRST-LINE SUPERVISORS/MANAGERS OF CONSTRUCTION TRADES AND EXTRACTION WORKERS,170,19.58,40730,2000
TX,Abilene,CARPENTERS,130,11.61,24160,2000
TX,Abilene,CEMENT MASONS AND CONCRETE FINISHERS,70,9.2,19130,2000
TX,Abilene,CONSTRUCTION LABORERS,270,8.69,18080,2000
TX,Abilene,OPERATING ENGINEERS AND OTHER CONSTRUCTION EQUIPMENT OPERATORS,70,11.3,23500,2000
TX,Abilene,DRYWALL AND CEILING TILE INSTALLERS,120,11.27,23450,2000
TX,Abilene,ELECTRICIANS,170,15.62,32490,2000
TX,Abilene,"PAINTERS, CONSTRUCTION AND MAINTENANCE",80,12.45,25900,2000
TX,Abilene,"PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",110,10.7,22250,2000
TX,Abilene,ROOFERS,40,11.31,23530,2000
TX,Abilene,SHEET METAL WORKERS,60,10.31,21440,2000
TX,Abilene,STRUCTURAL IRON AND STEEL WORKERS,60,11.85,24640,2000
TX,Abilene,"HELPERS--PIPELAYERS, PLUMBERS, PIPEFITTERS, AND STEAMFITTERS",0,8.15,16960,2000
TX,Abilene,"DERRICK OPERATORS, OIL AND GAS",110,11.87,24690,2000
TX,Abilene,"SERVICE UNIT OPERATORS, OIL, GAS, AND MINING",160,12.69,26400,2000
TX,Abilene,"EARTH DRILLERS, EXCEPT OIL AND GAS",0,12.08,25120,2000
TX,Abilene,"ROUSTABOUTS, OIL AND GAS",90,11.04,22960,2000
TX,Abilene,"INSTALLATION, MAINTENANCE, AND REPAIR OCCUPATIONS",2180,13.81,28720,2000
TX,Abilene,"FIRST-LINE SUPERVISORS/MANAGERS OF MECHANICS, INSTALLERS, AND REPAIRERS",180,20.06,41720,2000
TX,Abilene,"COMPUTER, AUTOMATED TELLER, AND OFFICE MACHINE REPAIRERS",60,13.17,27400,2000
TX,Abilene,"TELECOMMUNICATIONS EQUIPMENT INSTALLERS AND REPAIRERS, EXCEPT LINE INSTALLERS",100,19.99,41580,2000
TX,Abilene,ELECTRONIC HOME ENTERTAINMENT EQUIPMENT INSTALLERS AND REPAIRERS,0,11.51,23950,2000
TX,Abilene,AUTOMOTIVE BODY AND RELATED REPAIRERS,60,18.18,37810,2000
TX,Abilene,AUTOMOTIVE SERVICE TECHNICIANS AND MECHANICS,370,12.68,26370,2000
TX,Abilene,BUS AND TRUCK MECHANICS AND DIESEL ENGINE SPECIALISTS,140,13.38,27830,2000
TX,Abilene,TIRE REPAIRERS AND CHANGERS,0,6.8,14150,2000
TX,Abilene,"HEATING, AIR CONDITIONING, AND REFRIGERATION MECHANICS AND INSTALLERS",90,13.17,27380,2000
TX,Abilene,INDUSTRIAL MACHINERY MECHANICS,30,14.07,29270,2000
TX,Abilene,"MAINTENANCE AND REPAIR WORKERS, GENERAL",520,10.16,21130,2000
TX,Abilene,ELECTRICAL POWER-LINE INSTALLERS AND REPAIRERS,110,20.21,42040,2000
TX,Abilene,TELECOMMUNICATIONS LINE INSTALLERS AND REPAIRERS,40,19,39510,2000
TX,Abilene,"HELPERS--INSTALLATION, MAINTENANCE, AND REPAIR WORKERS",50,9.44,19640,2000
TX,Abilene,PRODUCTION OCCUPATIONS,2230,10.12,21040,2000
TX,Abilene,FIRST-LINE SUPERVISORS/MANAGERS OF PRODUCTION AND OPERATING WORKERS,160,16.53,34390,2000
TX,Abilene,TEAM ASSEMBLERS,110,9.82,20420,2000
TX,Abilene,BAKERS,140,9.47,19710,2000
TX,Abilene,BUTCHERS AND MEAT CUTTERS,50,12.49,25980,2000
TX,Abilene,"CUTTING, PUNCHING, AND PRESS MACHINE SETTERS, OPERATORS, AND TENDERS, METAL AND PLASTIC",50,9.11,18950,2000
TX,Abilene,MACHINISTS,70,10.63,22110,2000
TX,Abilene,"WELDERS, CUTTERS, SOLDERERS, AND BRAZERS",160,10.27,21370,2000
TX,Abilene,LAUNDRY AND DRY-CLEANING WORKERS,110,7.89,16400,2000
TX,Abilene,"PRESSERS, TEXTILE, GARMENT, AND RELATED MATERIALS",160,6.26,13030,2000
TX,Abilene,SEWING MACHINE OPERATORS,40,5.96,12390,2000
TX,Abilene,"MIXING AND BLENDING MACHINE SETTERS, OPERATORS, AND TENDERS",40,10.6,22050,2000
TX,Abilene,"INSPECTORS, TESTERS, SORTERS, SAMPLERS, AND WEIGHERS",50,15.14,31500,2000
TX,Abilene,DENTAL LABORATORY TECHNICIANS,0,9.24,19220,2000
TX,Abilene,OPHTHALMIC LABORATORY TECHNICIANS,70,8.24,17140,2000
TX,Abilene,PACKAGING AND FILLING MACHINE OPERATORS AND TENDERS,0,10.99,22870,2000
TX,Abilene,"PAINTERS, TRANSPORTATION EQUIPMENT",30,12.35,25690,2000
TX,Abilene,HELPERS--PRODUCTION WORKERS,70,7.74,16100,2000
TX,Abilene,TRANSPORTATION AND MATERIAL MOVING OCCUPATIONS,3060,10.17,21150,2000
TX,Abilene,"FIRST-LINE SUPERVISORS/MANAGERS OF HELPERS, LABORERS, AND MATERIAL MOVERS, HAND",50,15.55,32340,2000
TX,Abilene,FIRST-LINE SUPERVISORS/MANAGERS OF TRANSPORTATION AND MATERIAL-MOVING MACHINE AND VEHICLE OPERATORS,60,16.59,34500,2000
TX,Abilene,"BUS DRIVERS, TRANSIT AND INTERCITY",160,9.76,20300,2000
TX,Abilene,"BUS DRIVERS, SCHOOL",50,6.43,13380,2000
TX,Abilene,DRIVER/SALES WORKERS,0,12.77,26560,2000
TX,Abilene,"TRUCK DRIVERS, HEAVY AND TRACTOR-TRAILER",610,12.55,26110,2000
TX,Abilene,"TRUCK DRIVERS, LIGHT OR DELIVERY SERVICES",550,12.01,24980,2000
TX,Abilene,SERVICE STATION ATTENDANTS,0,7.25,15090,2000
TX,Abilene,EXCAVATING AND LOADING MACHINE AND DRAGLINE OPERATORS,0,10.47,21770,2000
TX,Abilene,INDUSTRIAL TRUCK AND TRACTOR OPERATORS,120,9.94,20680,2000
TX,Abilene,CLEANERS OF VEHICLES AND EQUIPMENT,160,6.73,14000,2000
TX,Abilene,"LABORERS AND FREIGHT, STOCK, AND MATERIAL MOVERS, HAND",580,7.35,15300,2000
TX,Abilene,"PACKERS AND PACKAGERS, HAND",330,6.9,14350,2000
TX,Amarillo,MANAGEMENT OCCUPATIONS,5780,25.19,52400,2000
TX,Amarillo,CHIEF EXECUTIVES,520,41.45,86220,2000
TX,Amarillo,GENERAL AND OPERATIONS MANAGERS,2220,23.65,49200,2000
TX,Amarillo,ADVERTISING AND PROMOTIONS MANAGERS,80,20.28,42180,2000
TX,Amarillo,MARKETING MANAGERS,40,25.57,53180,2000
TX,Amarillo,SALES MANAGERS,440,25.43,52890,2000
TX,Amarillo,PUBLIC RELATIONS MANAGERS,50,22.53,46860,2000
TX,Amarillo,ADMINISTRATIVE SERVICES MANAGERS,300,23.79,49490,2000
TX,Amarillo,COMPUTER AND INFORMATION SYSTEMS MANAGERS,100,27.26,56700,2000
TX,Amarillo,FINANCIAL MANAGERS,300,26.07,54220,2000
TX,Amarillo,HUMAN RESOURCES MANAGERS,90,24.22,50380,2000
TX,Amarillo,INDUSTRIAL PRODUCTION MANAGERS,70,27.71,57630,2000
TX,Amarillo,PURCHASING MANAGERS,80,22.59,46980,2000
TX,Amarillo,"TRANSPORTATION, STORAGE, AND DISTRIBUTION MANAGERS",70,21.86,45480,2000
TX,Amarillo,CONSTRUCTION MANAGERS,80,21.77,45280,2000
TX,Amarillo,"EDUCATION ADMINISTRATORS, PRESCHOOL AND CHILD CARE CENTER/PROGRAM",0,16.45,34220,2000
TX,Amarillo,ENGINEERING MANAGERS,50,34.43,71620,2000
TX,Amarillo,FOOD SERVICE MANAGERS,260,14.57,30320,2000
TX,Amarillo,MEDICAL AND HEALTH SERVICES MANAGERS,190,28.46,59210,2000
TX,Amarillo,NATURAL SCIENCES MANAGERS,0,38.91,80930,2000
TX,Amarillo,"PROPERTY, REAL ESTATE, AND COMMUNITY ASSOCIATION MANAGERS",70,12.78,26580,2000
TX,Amarillo,SOCIAL AND COMMUNITY SERVICE MANAGERS,60,15.66,32580,2000
TX,Amarillo,BUSINESS AND FINANCIAL OPERATIONS OCCUPATIONS,2430,18.24,37940,2000
TX,Amarillo,"PURCHASING AGENTS AND BUYERS, FARM PRODUCTS",60,32.57,67750,2000
TX,Amarillo,"WHOLESALE AND RETAIL BUYERS, EXCEPT FARM PRODUCTS",70,14.75,30690,2000
TX,Amarillo,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, AND FARM PRODUCTS",80,16.01,33300,2000
TX,Amarillo,"CLAIMS ADJUSTERS, EXAMINERS, AND INVESTIGATORS",0,23.27,48400,2000
TX,Amarillo,"COMPLIANCE OFFICERS, EXCEPT AGRICULTURE, CONSTRUCTION, HEALTH AND SAFETY, AND TRANSPORTATION",50,19.48,40520,2000
TX,Amarillo,COST ESTIMATORS,50,17.33,36050,2000
TX,Amarillo,"EMPLOYMENT, RECRUITMENT, AND PLACEMENT SPECIALISTS",90,14.68,30540,2000
TX,Amarillo,TRAINING AND DEVELOPMENT SPECIALISTS,110,18.35,38170,2000
TX,Amarillo,MANAGEMENT ANALYSTS,80,25.64,53330,2000
TX,Amarillo,MEETING AND CONVENTION PLANNERS,0,16.58,34490,2000
TX,Amarillo,ACCOUNTANTS AND AUDITORS,560,16.54,34400,2000
TX,Amarillo,CREDIT ANALYSTS,30,16.68,34690,2000
TX,Amarillo,FINANCIAL ANALYSTS,50,21.79,45320,2000
TX,Amarillo,PERSONAL FINANCIAL ADVISORS,0,16.36,34030,2000
TX,Amarillo,INSURANCE UNDERWRITERS,0,16.39,34100,2000
TX,Amarillo,LOAN OFFICERS,160,19.46,40470,2000
TX,Amarillo,COMPUTER AND MATHEMATICAL OCCUPATIONS,1020,21.55,44820,2000
TX,Amarillo,COMPUTER PROGRAMMERS,240,25.3,52620,2000
TX,Amarillo,"COMPUTER SOFTWARE ENGINEERS, APPLICATIONS",50,31.74,66030,2000
TX,Amarillo,COMPUTER SUPPORT SPECIALISTS,260,15.11,31430,2000
TX,Amarillo,COMPUTER SYSTEMS ANALYSTS,200,23.98,49870,2000
TX,Amarillo,DATABASE ADMINISTRATORS,40,21.85,45460,2000
TX,Amarillo,NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS,70,19.28,40100,2000
TX,Amarillo,NETWORK SYSTEMS AND DATA COMMUNICATIONS ANALYSTS,30,19.67,40920,2000
TX,Amarillo,ARCHITECTURE AND ENGINEERING OCCUPATIONS,750,20.82,43310,2000
TX,Amarillo,SURVEYORS,70,15.97,33210,2000
TX,Amarillo,INDUSTRIAL ENGINEERS,30,27.65,57500,2000
TX,Amarillo,MECHANICAL ENGINEERS,30,32.54,67680,2000
TX,Amarillo,PETROLEUM ENGINEERS,0,24.4,50760,2000
TX,Amarillo,MECHANICAL DRAFTERS,0,13.52,28130,2000
TX,Amarillo,ELECTRICAL AND ELECTRONIC ENGINEERING TECHNICIANS,100,23.59,49070,2000
TX,Amarillo,SURVEYING AND MAPPING TECHNICIANS,0,9.75,20290,2000
TX,Amarillo,"LIFE, PHYSICAL, AND SOCIAL SCIENCE OCCUPATIONS",480,18.58,38650,2000
TX,Amarillo,BIOLOGICAL TECHNICIANS,30,13.23,27510,2000
TX,Amarillo,"ENVIRONMENTAL SCIENCE AND PROTECTION TECHNICIANS, INCLUDING HEALTH",60,13.71,28510,2000
TX,Amarillo,COMMUNITY AND SOCIAL SERVICES OCCUPATIONS,950,14.25,29640,2000
TX,Amarillo,REHABILITATION COUNSELORS,40,15.13,31470,2000
TX,Amarillo,"CHILD, FAMILY, AND SCHOOL SOCIAL WORKERS",160,14.34,29820,2000
TX,Amarillo,MEDICAL AND PUBLIC HEALTH SOCIAL WORKERS,60,17.29,35970,2000
TX,Amarillo,MENTAL HEALTH AND SUBSTANCE ABUSE SOCIAL WORKERS,0,13.7,28490,2000
TX,Amarillo,HEALTH EDUCATORS,40,16.74,34820,2000
TX,Amarillo,LEGAL OCCUPATIONS,500,36.92,76790,2000
TX,Amarillo,LAWYERS,320,47.99,99820,2000
TX,Amarillo,PARALEGALS AND LEGAL ASSISTANTS,80,17.39,36170,2000
TX,Amarillo,COURT REPORTERS,0,15.52,32290,2000
TX,Amarillo,LAW CLERKS,0,11.57,24070,2000
TX,Amarillo,"TITLE EXAMINERS, ABSTRACTORS, AND SEARCHERS",40,11.39,23700,2000
TX,Amarillo,"EDUCATION, TRAINING, AND LIBRARY OCCUPATIONS",6810,16.65,34630,2000
TX,Amarillo,"VOCATIONAL EDUCATION TEACHERS, POSTSECONDARY",0,19.94,41480,2000
TX,Amarillo,"PRESCHOOL TEACHERS, EXCEPT SPECIAL EDUCATION",120,8.14,16920,2000
TX,Amarillo,LIBRARIANS,110,18.6,38680,2000
